0.84,0.78,0.31
0.79,0.79,0.28
0.75,0.80,0.26
0.67,0.82,0.20
0.63,0.81,0.18
0.58,0.79,0.19
0.54,0.77,0.20
0.51,0.77,0.19
0.48,0.77,0.18
0.46,0.78,0.16
0.43,0.77,0.15
0.40,0.76,0.13
0.34,0.71,0.11
0.31,0.70,0.12
0.29,0.68,0.13
0.28,0.65,0.15
0.26,0.63,0.14
0.26,0.62,0.12
0.27,0.59,0.10
0.27,0.57,0.06
0.27,0.50,0.03
0.28,0.46,0.01
0.30,0.43,0.02
0.32,0.41,0.02
0.33,0.40,0.03
0.35,0.37,0.03
0.36,0.34,0.03
0.37,0.32,0.04
0.38,0.30,0.04
0.41,0.23,0.06
0.42,0.21,0.08
0.46,0.17,0.06
0.49,0.15,0.06
0.51,0.13,0.07
0.53,0.11,0.09
0.53,0.09,0.12
0.52,0.07,0.14
0.54,0.06,0.17
0.58,0.06,0.18
0.64,0.06,0.15
0.80,0.07,0.11
0.85,0.08,0.10
0.88,0.10,0.11
0.92,0.15,0.13
0.97,0.19,0.15
0.99,0.26,0.16
1.02,0.31,0.14
1.03,0.36,0.20
1.02,0.41,0.29
1.07,0.53,0.20
1.03,0.60,0.17
1.01,0.61,0.17
0.90,0.62,0.16
0.85,0.78,0.07
0.98,0.99,-0.09
0.93,1.11,-0.12
0.79,1.07,-0.16
0.66,0.00,-0.14
0.28,0.87,-0.13
0.05,0.86,-0.21
-0.17,0.84,-0.32
-0.31,0.79,-0.39
-0.38,0.74,-0.41
-0.43,0.67,-0.38
-0.48,0.65,-0.36
-0.49,0.69,-0.38
-0.46,0.70,-0.34
-0.43,0.72,-0.32
-0.43,0.70,-0.24
-0.43,0.66,-0.14
-0.39,0.64,-0.07
-0.28,0.62,-0.00
-0.17,0.60,0.04
-0.05,0.58,0.04
0.07,0.48,0.10
0.12,0.47,0.19
0.08,0.43,0.27
0.04,0.37,0.33
0.02,0.32,0.36
0.00,0.28,0.37
-0.02,0.25,0.36
-0.09,0.24,0.33
-0.01,0.15,0.42
-0.06,-0.14,0.56
-0.13,-0.26,0.51
-0.22,-0.33,0.41
-0.33,-0.41,0.32
-0.48,-0.50,0.29
-0.64,-0.61,0.26
-0.86,-0.78,0.29
-1.12,-0.99,0.31
-1.56,-1.32,0.32
-1.76,-1.40,0.29
-1.95,-1.44,0.28
-2.13,-1.44,0.26
-2.26,-1.45,0.19
-2.34,-1.47,0.17
-2.39,-1.47,0.26
-2.47,-1.46,0.28
-2.73,-1.51,0.41
-2.88,-1.51,0.45
-3.04,-1.52,0.42
-3.23,-1.55,0.46
-3.40,-1.52,0.44
-3.48,-1.47,0.43
-3.49,-1.43,0.40
-3.49,-1.38,0.35
-3.51,-1.36,0.27
-3.81,-1.42,0.13
-4.07,-1.47,-0.01
-4.39,-1.58,-0.21
-4.77,-1.65,-0.40
-5.09,-1.71,-0.59
-5.37,-1.81,-0.69
-5.68,-1.92,-0.77
-6.03,-1.00,-0.86
-6.74,-2.23,-0.98
-6.91,-2.33,-1.03
-7.03,-2.41,-1.06
-7.21,-2.48,-1.06
-7.38,-2.57,-1.06
-7.57,-2.63,-1.06
-7.84,-2.67,-1.05
-8.14,-2.69,-1.06
-8.50,-2.72,-1.09
-9.25,-2.70,-1.07
-9.58,-2.69,-1.02
-9.87,-2.68,-0.93
-10.15,-2.61,-0.77
-10.29,-2.53,-0.59
-10.34,-2.45,-0.37
-10.18,-2.27,-0.14
-9.20,-1.79,0.16
-8.59,-1.57,0.19
-7.98,-1.35,0.22
-7.43,-1.17,0.18
-6.92,-1.04,0.10
-6.55,-0.00,0.02
-6.22,-0.94,-0.09
-5.94,-0.81,-0.28
-5.53,-0.62,-0.37
-5.34,-0.64,-0.29
-5.21,-0.68,-0.20
-5.00,-0.73,-0.23
-4.60,-0.60,-0.31
-4.37,-0.36,-0.26
-4.24,-0.09,-0.21
-4.30,0.65,-0.36
-4.46,0.75,-0.80
-3.60,0.56,-1.06
-3.29,0.71,-0.92
-3.34,0.88,-0.85
-3.27,1.15,-0.76
-3.07,1.36,-0.61
-2.99,1.58,-0.58
