-10.93,-2.31,0.08
-5.56,-1.79,-0.24
-4.85,-1.44,-0.04
-4.61,-1.26,0.05
-8.57,-1.18,0.71
-10.63,-2.05,0.42
-4.44,-1.11,0.16
-8.01,-0.97,0.62
-5.17,-1.61,-0.13
-10.83,-2.17,0.28
-10.89,-2.31,-0.05
-9.06,-1.42,0.70
-10.95,-2.24,0.17
-6.61,-2.03,-0.43
-4.33,-1.10,0.21
-9.68,-1.68,0.66
-4.31,-1.38,0.35
-7.42,-0.83,0.50
-7.61,-1.89,-0.54
-3.85,-1.63,0.29
-10.78,-2.25,-0.15
-8.23,-1.85,-0.58
-6.06,-1.96,-0.36
-6.88,-0.75,0.38
-3.49,-1.52,0.22
-4.25,-1.55,0.30
-4.13,-1.66,0.29
-6.38,-0.70,0.26
-3.21,-1.40,0.23
-8.96,-1.86,-0.64
-4.72,-0.36,-0.16
-9.73,-1.95,-0.69
-10.72,-2.18,-0.27
-5.60,-0.52,0.01
-2.68,-1.26,0.17
-10.45,-2.10,-0.76
-10.75,-2.11,-0.40
-2.93,-1.30,0.24
-2.20,-1.20,0.05
-1.37,-0.82,0.18
-5.94,-0.63,0.18
-2.76,0.76,-0.23
