-8.30,-2.03,-0.49
-6.49,-2.05,0.30
-5.94,-1.83,0.59
-5.63,-1.70,0.69
-8.09,-1.82,0.08
-8.18,-1.84,-0.18
-5.21,-1.60,0.68
-7.82,-1.70,0.19
-6.17,-1.98,0.51
-8.14,-1.86,-0.26
-8.48,-2.15,-0.53
-8.20,-1.88,-0.02
-8.19,-1.93,-0.44
-6.92,-2.07,0.04
-4.79,-1.50,0.66
-8.18,-1.87,-0.09
-4.66,-1.45,0.77
-7.47,-1.55,0.29
-7.22,-2.16,-0.07
-4.36,-1.73,0.80
-8.71,-2.24,-0.52
-7.56,-2.25,-0.11
-6.68,-2.04,0.19
-7.06,-1.39,0.37
-3.89,-1.68,0.60
-4.73,-1.49,0.88
-4.80,-1.60,0.93
-6.27,-1.18,0.35
-3.52,-1.63,0.56
-7.95,-2.29,-0.19
-5.44,-0.98,0.10
-8.30,-2.34,-0.27
-8.89,-2.31,-0.51
-5.80,-1.12,0.22
-2.95,-1.67,0.42
-8.59,-2.37,-0.39
-9.01,-2.37,-0.54
-3.17,-1.60,0.53
-2.57,-1.72,0.23
-1.30,-0.95,0.03
-6.02,-1.16,0.29
-3.87,0.15,-0.33
