0.32,0.96,0.20
0.32,0.97,0.19
0.31,0.98,0.17
0.31,0.98,0.15
0.32,0.97,0.13
0.31,0.96,0.11
0.29,0.94,0.09
0.26,0.92,0.02
0.25,0.91,-0.00
0.26,0.88,-0.01
0.25,0.85,-0.03
0.26,0.83,-0.07
0.27,0.80,-0.10
0.27,0.76,-0.12
0.27,0.73,-0.15
0.27,0.65,-0.19
0.28,0.60,-0.20
0.28,0.54,-0.21
0.29,0.48,-0.22
0.29,0.45,-0.24
0.29,0.42,-0.25
0.31,0.37,-0.27
0.33,0.32,-0.30
0.33,0.26,-0.30
0.28,0.17,-0.28
0.27,0.13,-0.25
0.27,0.09,-0.22
0.29,0.06,-0.19
0.33,0.03,-0.18
0.35,0.01,-0.15
0.35,0.01,-0.12
0.36,-0.02,-0.07
0.38,-0.04,-0.06
0.41,-0.05,-0.05
0.45,-0.05,-0.06
0.48,-0.05,-0.06
0.50,-0.04,-0.05
0.52,-0.04,-0.04
0.54,-0.04,-0.02
0.56,-0.03,0.00
0.64,-0.01,0.03
0.70,0.02,0.03
0.75,0.06,0.03
0.79,0.09,0.03
0.82,0.12,0.03
0.84,0.15,0.06
0.86,0.20,0.11
0.87,0.28,0.14
0.91,0.39,0.15
1.01,0.58,0.20
1.03,0.68,0.23
1.03,0.73,0.20
1.07,0.74,0.13
1.17,0.92,0.02
1.11,1.07,-0.04
1.16,1.05,0.01
1.26,1.12,-0.01
1.01,1.18,-0.13
0.87,1.13,-0.16
0.76,1.10,-0.20
0.67,1.03,-0.24
0.60,1.00,-0.26
0.54,1.00,-0.29
0.43,0.96,-0.36
0.38,0.94,-0.29
0.30,0.85,-0.37
0.12,0.75,-0.28
0.04,0.72,-0.25
0.01,0.72,-0.25
-0.02,0.72,-0.24
-0.05,0.70,-0.24
-0.09,0.67,-0.22
-0.14,0.62,-0.22
-0.17,0.58,-0.19
-0.19,0.56,-0.20
-0.15,0.54,-0.22
-0.16,0.53,-0.21
-0.16,0.51,-0.19
-0.16,0.48,-0.18
-0.16,0.44,-0.18
-0.14,0.41,-0.17
-0.12,0.37,-0.15
-0.09,0.35,-0.11
-0.09,0.34,-0.09
-0.13,0.31,0.01
-0.18,0.28,0.03
-0.21,0.24,0.06
-0.21,0.21,0.09
-0.21,0.18,0.11
-0.22,0.14,0.13
-0.25,0.09,0.17
-0.26,0.05,0.21
-0.25,0.01,0.26
-0.27,-0.06,0.29
-0.30,-0.09,0.30
-0.31,-0.10,0.28
-0.30,-0.12,0.27
-0.30,-0.16,0.27
-0.29,-0.19,0.25
-0.28,-0.22,0.23
-0.32,-0.27,0.23
-0.53,-0.42,0.28
-0.66,-0.52,0.32
-0.82,-0.66,0.35
-1.03,-0.83,0.43
-1.26,-1.03,0.56
-1.50,-1.20,0.69
-1.72,-1.33,0.78
-1.86,-1.39,0.82
-2.19,-1.39,0.82
-2.39,-1.34,0.86
-2.58,-1.29,0.94
-2.73,-1.27,1.03
-2.96,-1.28,1.16
-3.29,-1.26,1.28
-3.53,-1.26,1.33
-3.77,-1.26,1.36
-3.97,-1.25,1.34
-4.21,-1.17,1.20
-4.33,-1.14,1.09
-4.50,-1.24,0.95
-4.85,-1.37,0.78
-5.43,-1.49,0.60
-6.08,-1.55,0.42
-6.77,-1.56,0.25
-7.52,-1.62,0.01
-8.99,-1.87,-0.32
-9.64,-1.90,-0.38
-10.17,-1.84,-0.42
-10.60,-1.69,-0.47
-10.89,-1.57,-0.49
-10.88,-1.58,-0.52
-10.62,-1.56,-0.43
-10.50,-1.47,-0.20
-10.35,-1.54,0.48
-10.33,-1.68,0.84
-10.20,-1.78,1.15
-9.00,-1.74,1.28
-9.77,-1.58,1.36
-9.45,-1.42,1.55
-9.06,-1.35,1.71
-8.54,-1.27,1.81
-7.31,-1.03,1.80
-6.67,-0.83,1.74
-6.20,-0.55,1.71
-5.80,-0.17,1.62
-5.53,0.19,1.51
-5.27,0.30,1.38
-4.97,0.13,1.32
-4.60,-0.06,1.29
-4.15,-0.19,1.26
-3.41,-0.35,1.14
-3.27,-0.41,1.06
-3.18,-0.50,0.95
-3.07,-0.55,0.86
-2.98,-0.53,0.76
-2.93,-0.46,0.68
-2.75,-0.41,0.38
-2.65,-0.28,-0.02
-2.61,-0.23,-0.27
-2.57,-0.18,-0.30
-2.42,0.62,-0.90
-2.52,0.56,-1.01
-2.70,-0.08,-0.77
-2.47,0.22,-0.93
-2.33,0.43,-0.99
-2.11,0.43,-0.94
-1.90,0.30,-0.88
-1.56,0.03,-0.92
-1.43,-0.06,-0.99
-1.36,-0.11,-1.06
-1.34,-0.12,-1.12
-1.34,-0.18,-1.16
-1.31,-0.24,-1.17
-1.29,-0.33,-1.12
-1.23,-0.45,-1.05
-1.06,-0.73,-0.87
-1.01,-0.81,-0.81
-0.97,-0.88,-0.74
-0.93,-0.92,-0.70
-0.91,-0.93,-0.65
-0.90,-0.93,-0.61
-0.91,-0.87,-0.60
-0.91,-0.77,-0.58
-0.87,-0.70,-0.56
-0.80,-0.67,-0.51
-0.77,-0.71,-0.49
-0.77,-0.80,-0.47
-0.77,-0.87,-0.47
-0.80,-0.89,-0.47
-0.81,-0.85,-0.49
-0.80,-0.79,-0.52
-0.83,-0.72,-0.59
-0.83,-0.74,-0.62
-0.83,-0.80,-0.62
-0.82,-0.86,-0.61
-0.81,-0.86,-0.64
-0.78,-0.85,-0.69
-0.76,-0.82,-0.72
-0.79,-0.79,-0.74
-0.80,-0.73,-0.76
-0.77,-0.77,-0.83
-0.72,-0.82,-0.85
-0.69,-0.88,-0.87
-0.66,-0.84,-0.91
-0.67,-0.72,-0.95
-0.77,-0.54,-0.99
-0.77,-0.43,-0.91
-0.64,-0.40,-0.82
-0.50,-0.48,-0.62
-0.48,-0.52,-0.57
-0.51,-0.54,-0.55
-0.48,-0.50,-0.53
-0.36,-0.39,-0.50
-0.24,-0.25,-0.45
-0.19,-0.11,-0.40
-0.15,0.03,-0.34
-0.11,0.09,-0.24
-0.11,0.02,-0.10
-0.06,-0.08,-0.06
0.04,-0.12,-0.01
0.11,-0.09,0.05
0.12,-0.11,0.22
0.10,0.04,0.28
0.19,-0.00,0.31
0.20,-0.00,0.14
0.21,-0.01,0.05
0.21,-0.04,0.01
0.33,-0.03,0.21
0.34,-0.02,0.31
0.27,-0.01,0.28
0.29,0.02,0.25
0.41,-0.00,0.20
0.48,-0.02,0.10
0.42,0.11,0.10
0.34,0.09,0.20
0.27,0.04,0.29
0.27,-0.00,0.31
0.34,-0.02,0.27
0.39,0.01,0.23
0.44,0.05,0.17
0.48,0.12,0.14
