0.19,0.93,0.33
0.18,0.92,0.34
0.18,0.91,0.33
0.17,0.90,0.32
0.17,0.88,0.31
0.18,0.87,0.29
0.18,0.87,0.29
0.19,0.86,0.28
0.19,0.85,0.26
0.19,0.84,0.24
0.19,0.84,0.22
0.19,0.84,0.18
0.19,0.83,0.09
0.19,0.84,0.04
0.19,0.84,-0.02
0.19,0.85,-0.08
0.19,0.86,-0.14
0.19,0.87,-0.21
0.18,0.88,-0.28
0.17,0.89,-0.34
0.15,0.89,-0.40
0.11,0.89,-0.50
0.08,0.89,-0.54
0.06,0.88,-0.58
0.04,0.87,-0.64
0.03,0.87,-0.68
0.02,0.86,-0.71
0.01,0.84,-0.74
0.01,0.84,-0.76
0.01,0.82,-0.77
0.01,0.82,-0.76
0.00,0.82,-0.74
-0.01,0.82,-0.72
-0.03,0.83,-0.70
-0.04,0.83,-0.66
-0.07,0.84,-0.63
-0.10,0.85,-0.63
-0.14,0.85,-0.62
-0.20,0.85,-0.58
-0.22,0.87,-0.56
-0.23,0.88,-0.54
-0.24,0.89,-0.52
-0.25,0.90,-0.51
-0.29,0.91,-0.51
-0.33,0.89,-0.49
-0.34,0.88,-0.47
-0.36,0.88,-0.45
-0.33,0.88,-0.35
-0.33,0.89,-0.31
-0.34,0.90,-0.29
-0.39,0.91,-0.28
-0.40,0.93,-0.25
-0.39,0.96,-0.22
-0.41,0.99,-0.19
-0.42,1.03,-0.16
-0.40,1.08,-0.14
-0.33,1.10,-0.12
-0.27,1.12,-0.08
-0.21,1.13,-0.05
-0.17,1.14,0.01
-0.12,1.13,0.08
-0.07,1.11,0.14
-0.02,1.07,0.16
0.03,1.03,0.16
0.10,0.99,0.13
0.23,0.88,0.03
0.28,0.82,-0.05
0.31,0.75,-0.14
0.33,0.70,-0.25
0.34,0.65,-0.35
0.34,0.61,-0.44
0.32,0.56,-0.53
0.28,0.52,-0.63
0.19,0.43,-0.75
0.14,0.39,-0.80
0.11,0.36,-0.84
0.07,0.35,-0.86
0.04,0.33,-0.87
0.01,0.32,-0.87
-0.01,0.32,-0.84
-0.03,0.32,-0.81
-0.04,0.32,-0.78
-0.11,0.35,-0.68
-0.18,0.37,-0.63
-0.24,0.39,-0.59
-0.30,0.42,-0.55
-0.36,0.46,-0.50
-0.40,0.48,-0.44
-0.45,0.52,-0.38
-0.49,0.55,-0.32
-0.52,0.58,-0.24
-0.76,0.74,0.54
-0.79,0.76,0.61
-0.85,0.79,0.77
-0.90,0.80,0.86
-0.95,0.83,0.95
-1.01,0.86,1.01
-1.07,0.91,1.06
-1.15,0.94,1.11
-1.23,0.97,1.17
-1.29,0.00,1.22
-1.43,1.03,1.34
-1.51,1.04,1.39
-1.59,1.06,1.43
-1.69,1.06,1.45
-1.78,1.07,1.45
-1.88,1.11,1.46
-1.96,1.15,1.47
-2.05,1.18,1.45
-2.27,1.20,1.42
-2.38,1.16,1.41
-2.49,1.12,1.40
-2.61,1.09,1.37
-2.74,1.06,1.34
-2.82,1.04,1.31
-2.91,1.03,1.28
-3.04,1.02,1.25
-3.33,0.96,1.18
-3.46,0.92,1.14
-3.61,0.89,1.10
-3.77,0.87,1.04
-3.88,0.86,0.99
-3.99,0.87,0.95
-4.07,0.90,0.92
-4.16,0.94,0.89
-4.25,0.97,0.88
-4.35,1.05,0.97
-4.36,1.06,1.01
-4.40,1.05,1.04
-4.43,1.01,1.06
-4.47,0.98,1.04
-4.46,0.96,1.01
-4.41,0.97,0.98
-4.38,0.99,0.94
-4.33,1.02,0.92
-4.17,1.02,0.91
-4.07,1.01,0.89
-3.96,0.99,0.90
-3.85,0.96,0.90
-3.74,0.93,0.91
-3.64,0.90,0.92
-3.52,0.88,0.92
-3.41,0.88,0.95
-3.18,0.85,0.96
-3.03,0.84,0.97
-2.89,0.83,0.95
-2.78,0.81,0.93
-2.70,0.77,0.88
-2.60,0.72,0.82
-2.48,0.69,0.74
-2.34,0.64,0.66
-2.21,0.60,0.62
-1.96,0.48,0.52
-1.81,0.44,0.45
-1.70,0.38,0.40
-1.63,0.32,0.37
-1.54,0.29,0.33
-1.44,0.27,0.29
-1.34,0.25,0.26
-1.26,0.23,0.20
-1.17,0.22,0.11
-0.94,0.21,-0.06
-0.83,0.22,-0.12
-0.74,0.22,-0.17
-0.68,0.23,-0.19
-0.60,0.26,-0.20
-0.53,0.27,-0.21
-0.48,0.29,-0.22
-0.43,0.29,-0.24
-0.33,0.31,-0.26
-0.29,0.34,-0.28
-0.26,0.36,-0.28
-0.22,0.38,-0.28
-0.18,0.41,-0.26
-0.13,0.43,-0.24
-0.07,0.44,-0.22
-0.03,0.46,-0.21
0.05,0.50,-0.18
0.10,0.52,-0.18
0.14,0.54,-0.17
0.19,0.57,-0.15
0.23,0.59,-0.13
0.28,0.61,-0.11
0.32,0.64,-0.08
0.36,0.65,-0.06
0.39,0.66,-0.03
0.47,0.69,0.03
0.50,0.72,0.05
0.53,0.74,0.07
0.55,0.76,0.10
0.56,0.77,0.13
0.57,0.77,0.15
0.58,0.77,0.17
0.61,0.78,0.19
0.64,0.80,0.21
0.72,0.85,0.25
0.76,0.90,0.26
0.79,0.93,0.27
0.80,0.95,0.29
0.80,0.95,0.31
0.80,0.96,0.33
0.80,0.96,0.34
